NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	209	197		
GOBP_DNA_CYTOSINE_DEAMINATION	10		Rejected!	
GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_COLD	9		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_1_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	16		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	5		Rejected!	
GOBP_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION	8		Rejected!	
GOBP_PROLACTIN_SECRETION	6		Rejected!	
GOBP_UTERINE_SMOOTH_MUSCLE_CONTRACTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_UTERINE_SMOOTH_MUSCLE_CONTRACTION	6		Rejected!	
GOBP_RRNA_BASE_METHYLATION	11		Rejected!	
GOBP_RESPONSE_TO_OXYGEN_LEVELS	384		Rejected!	
GOBP_LEUKOCYTE_AGGREGATION	13		Rejected!	
GOBP_MONOCYTE_AGGREGATION	5		Rejected!	
GOBP_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	103	96		
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	137	132		
GOBP_CALCIUM_ION_IMPORT	83	78		
GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS	17		Rejected!	
GOBP_PLATELET_AGGREGATION	62	60		
GOBP_PROTEIN_KINASE_C_SIGNALING	30		Rejected!	
GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	57	55		
GOBP_HISTONE_H2A_K63_LINKED_UBIQUITINATION	6		Rejected!	
GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	35		Rejected!	
GOBP_RESPONSE_TO_FATTY_ACID	61	59		
GOBP_HISTONE_H3_K36_DEMETHYLATION	10		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_1	205	191		
GOBP_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_REGULATION_OF_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION	32		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION	12		Rejected!	
GOBP_CADMIUM_ION_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_MITOCHONDRION_MORPHOGENESIS	19		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	146	141		
GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION	12		Rejected!	
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	304		Rejected!	
GOBP_DENDRITE_SELF_AVOIDANCE	17		Rejected!	
GOBP_CENTROMERIC_SISTER_CHROMATID_COHESION	11		Rejected!	
GOBP_TRANSEPITHELIAL_TRANSPORT	30		Rejected!	
GOBP_VITAMIN_D3_METABOLIC_PROCESS	6		Rejected!	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	300		Rejected!	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	1160		Rejected!	
GOBP_LEUKOCYTE_PROLIFERATION	312		Rejected!	
GOBP_MAST_CELL_PROLIFERATION	5		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	241		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	88	84		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	148	140		
GOBP_RESPONSE_TO_INTERLEUKIN_2	14		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_4	35		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_12	50		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_15	14		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_18	11		Rejected!	
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	1981		Rejected!	
GOBP_HISTONE_H3_K27_METHYLATION	17		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_6	50		Rejected!	
GOBP_INTERLEUKIN_35_MEDIATED_SIGNALING_PATHWAY	11		Rejected!	
GOBP_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_PHOSPHATIDYLSERINE_EXPOSURE_ON_APOPTOTIC_CELL_SURFACE	9		Rejected!	
GOBP_HYDROGEN_SULFIDE_METABOLIC_PROCESS	8		Rejected!	
GOBP_HYDROGEN_SULFIDE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_PHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN	12		Rejected!	
GOBP_CHROMATIN_MAINTENANCE	6		Rejected!	
GOBP_HETEROCHROMATIN_ORGANIZATION	80	77		
GOBP_BASEMENT_MEMBRANE_ASSEMBLY	15		Rejected!	
GOBP_DEHYDROASCORBIC_ACID_TRANSPORT	7		Rejected!	
GOBP_METAL_ION_EXPORT	48		Rejected!	
GOBP_INCLUSION_BODY_ASSEMBLY	23		Rejected!	
GOBP_AGGRESOME_ASSEMBLY	6		Rejected!	
GOBP_RESPONSE_TO_GROWTH_FACTOR	731		Rejected!	
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR	46		Rejected!	
GOBP_REGULATION_OF_BILE_ACID_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	27		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	15		Rejected!	
GOBP_HETEROCHROMATIN_ORGANIZATION_INVOLVED_IN_CHROMATIN_SILENCING	5		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	37		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	18		Rejected!	
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	37		Rejected!	
GOBP_MITOCHONDRIAL_TRNA_METHYLATION	5		Rejected!	
GOBP_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR	26		Rejected!	
GOBP_UV_DAMAGE_EXCISION_REPAIR	13		Rejected!	
GOBP_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA	56	54		
GOBP_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA	26		Rejected!	
GOBP_SMALL_RNA_LOADING_ONTO_RISC	9		Rejected!	
GOBP_ORGANELLE_ASSEMBLY	875		Rejected!	
GOBP_HISTONE_H3_DEACETYLATION	19		Rejected!	
GOBP_HISTONE_H4_DEACETYLATION	11		Rejected!	
GOBP_CRD_MEDIATED_MRNA_STABILIZATION	5		Rejected!	
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION	24		Rejected!	
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	61	60		
GOBP_DEPHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN	5		Rejected!	
GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY	10		Rejected!	
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_SYMBIONT_CELL	8		Rejected!	
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_GRAM_NEGATIVE_BACTERIUM	5		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_MEDIATED_CYTOTOXICITY	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	149	135		
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM_EXIT_SITE	8		Rejected!	
GOBP_BONE_MATURATION	22		Rejected!	
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	29		Rejected!	
GOBP_LEFT_RIGHT_AXIS_SPECIFICATION	12		Rejected!	
GOBP_ERROR_FREE_TRANSLESION_SYNTHESIS	22		Rejected!	
GOBP_DEMETHYLATION	72	66		
GOBP_OXIDATIVE_DEMETHYLATION	19		Rejected!	
GOBP_NADPH_OXIDATION	5		Rejected!	
GOBP_NEURON_DEATH	341		Rejected!	
GOBP_RNA_SURVEILLANCE	15		Rejected!	
GOBP_NUCLEAR_NCRNA_SURVEILLANCE	6		Rejected!	
GOBP_NUCLEAR_RETENTION_OF_PRE_MRNA_AT_THE_SITE_OF_TRANSCRIPTION	5		Rejected!	
GOBP_HISTONE_MRNA_CATABOLIC_PROCESS	11		Rejected!	
GOBP_POLYADENYLATION_DEPENDENT_SNORNA_3_END_PROCESSING	7		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_RNA_3_URIDYLATION	5		Rejected!	
GOBP_DNA_CONFORMATION_CHANGE	352		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_9	10		Rejected!	
GOBP_RESPONSE_TO_PARATHYROID_HORMONE	12		Rejected!	
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	35		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE_ARREST	108	103		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST	82	78		
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN	29		Rejected!	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	329		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	233		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	209	195		
GOBP_CELLULAR_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDOGLYCAN	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MURAMYL_DIPEPTIDE	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	69	63		
GOBP_CELLULAR_RESPONSE_TO_LEUCINE	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	215		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_AMMONIUM_ION	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	18		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	74	72		
GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION	38		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	81	81		
GOBP_CELLULAR_RESPONSE_TO_COPPER_ION	28		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_IRON_ION	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LITHIUM_ION	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MAGNESIUM_ION	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_MANGANESE_ION	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ZINC_ION	24		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_VITAMIN	30		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID	64	63		
GOBP_CELLULAR_RESPONSE_TO_VITAMIN_D	22		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ALKALOID	32		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CAFFEINE	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NICOTINE	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ATP	17		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CAMP	53	52		
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	138	131		
GOBP_CELLULAR_RESPONSE_TO_FRUCTOSE_STIMULUS	5		Rejected!	
GOBP_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_DSRNA	22		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	18		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ETHANOL	16		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ETHER	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS	15		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PARATHYROID_HORMONE_STIMULUS	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	325		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS	26		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS	25		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	20		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	15		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	201	194		
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	60	58		
GOBP_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS	15		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	36		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_TESTOSTERONE_STIMULUS	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LIPID	556		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL	19		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID	38		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	34		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	22		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	558		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HISTAMINE	7		Rejected!	
GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT	9		Rejected!	
GOBP_SUCCINATE_TRANSMEMBRANE_TRANSPORT	7		Rejected!	
GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	25		Rejected!	
GOBP_RRNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX_EXPORT_FROM_NUCLEUS	15		Rejected!	
GOBP_REGULATION_OF_HISTONE_H3_K14_ACETYLATION	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	25		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	230		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HYPEROXIA	7		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	25		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_WATER_STIMULUS	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_PH	22		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	39		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_SALT_STRESS	11		Rejected!	
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE	14		Rejected!	
GOBP_CELLULAR_HYPEROSMOTIC_SALINITY_RESPONSE	7		Rejected!	
GOBP_CELLULAR_HYPOTONIC_RESPONSE	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_RADIATION	190	177		
GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION	65	63		
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	28		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_X_RAY	12		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	133	122		
GOBP_CELLULAR_RESPONSE_TO_UV_A	11		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_UV_B	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_UV_C	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	302		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	18		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_STEROL_DEPLETION	16		Rejected!	
GOBP_RESPONSE_TO_HEPARIN	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HEPARIN	5		Rejected!	
GOBP_GENETIC_IMPRINTING	25		Rejected!	
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	40		Rejected!	
GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION	37		Rejected!	
GOBP_DIPHOSPHOINOSITOL_POLYPHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS	18		Rejected!	
GOBP_RESPONSE_TO_DEXAMETHASONE	38		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	29		Rejected!	
GOBP_DEATH_INDUCING_SIGNALING_COMPLEX_ASSEMBLY	9		Rejected!	
GOBP_HISTONE_H3_K27_DEMETHYLATION	5		Rejected!	
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	257		Rejected!	
GOBP_PROTEIN_UFMYLATION	6		Rejected!	
GOBP_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	8		Rejected!	
GOBP_LYMPHOCYTE_AGGREGATION	5		Rejected!	
GOBP_OTIC_VESICLE_DEVELOPMENT	13		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	42		Rejected!	
GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	18		Rejected!	
GOBP_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION	5		Rejected!	
GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	9		Rejected!	
GOBP_GRANULOCYTE_COLONY_STIMULATING_FACTOR_PRODUCTION	5		Rejected!	
GOBP_GRANULOCYTE_CHEMOTAXIS	123	119		
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	49		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	27		Rejected!	
GOBP_VOCALIZATION_BEHAVIOR	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	5		Rejected!	
GOBP_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	10		Rejected!	
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	5		Rejected!	
GOBP_MONONUCLEAR_CELL_MIGRATION	189	182		
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	111	108		
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	63	61		
GOBP_COMMISSURAL_NEURON_AXON_GUIDANCE	12		Rejected!	
GOBP_RESPONSE_TO_INDOLE_3_METHANOL	5		Rejected!	
GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	22		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION	7		Rejected!	
GOBP_ANATOMICAL_STRUCTURE_MATURATION	217		Rejected!	
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	167	145		
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	30		Rejected!	
GOBP_ER_ASSOCIATED_MISFOLDED_PROTEIN_CATABOLIC_PROCESS	12		Rejected!	
GOBP_ICOSANOID_TRANSPORT	51	50		
GOBP_LEUKOTRIENE_TRANSPORT	7		Rejected!	
GOBP_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE	5		Rejected!	
GOBP_RESPONSE_TO_NITRIC_OXIDE	19		Rejected!	
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	17		Rejected!	
GOBP_RESPONSE_TO_BMP	167	156		
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	148	134		
GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	18		Rejected!	
GOBP_PODOSOME_ASSEMBLY	16		Rejected!	
GOBP_REGULATION_OF_PODOSOME_ASSEMBLY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY	9		Rejected!	
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT	60	58		
GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE	16		Rejected!	
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	281		Rejected!	
GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	56	55		
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	230	186		
GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE	8		Rejected!	
GOBP_CELL_PROLIFERATION_IN_BONE_MARROW	9		Rejected!	
GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	5		Rejected!	
GOBP_MITOTIC_CELL_CYCLE_ARREST	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW	6		Rejected!	
GOBP_RESPONSE_TO_CATECHOLAMINE	108	104		
GOBP_RESPONSE_TO_EPINEPHRINE	15		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	12		Rejected!	
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	31		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	26		Rejected!	
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	102	99		
GOBP_MACROPHAGE_APOPTOTIC_PROCESS	11		Rejected!	
GOBP_ODONTOBLAST_DIFFERENTIATION	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_ADHERENS_JUNCTION	6		Rejected!	
GOBP_DNA_BIOSYNTHETIC_PROCESS	189	183		
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	492		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	145	132		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	311		Rejected!	
GOBP_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY	7		Rejected!	
GOBP_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY	6		Rejected!	
GOBP_COHESIN_LOADING	6		Rejected!	
GOBP_REGULATION_OF_COHESIN_LOADING	5		Rejected!	
GOBP_ENDOCANNABINOID_SIGNALING_PATHWAY	6		Rejected!	
GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	7		Rejected!	
GOBP_EXTRACELLULAR_EXOSOME_ASSEMBLY	7		Rejected!	
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	37		Rejected!	
GOBP_NEPHRON_DEVELOPMENT	138	132		
GOBP_GLOMERULAR_MESANGIAL_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT	106	101		
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	24		Rejected!	
GOBP_PROXIMAL_TUBULE_DEVELOPMENT	5		Rejected!	
GOBP_DISTAL_TUBULE_DEVELOPMENT	12		Rejected!	
GOBP_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT	5		Rejected!	
GOBP_NEPHRON_MORPHOGENESIS	71	68		
GOBP_RENAL_VESICLE_FORMATION	7		Rejected!	
GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS	5		Rejected!	
GOBP_COLLECTING_DUCT_DEVELOPMENT	16		Rejected!	
