Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM887181,"JHUEM-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887181/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887182,"JHUEM-3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887182/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887183,"JIMT-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887183/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887184,"JK-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887184/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887185,"JL-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887185/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887186,"JM1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887186/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887187,"JMSU-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887187/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887188,"JURKAT","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887188/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887189,"JURL-MK1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887189/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887190,"JVM-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887190/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887191,"JVM-3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887191/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887192,"K029AX","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887192/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887193,"K-562","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887193/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887194,"KALS-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887194/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887195,"KARPAS-299","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887195/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887196,"KARPAS-620","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887196/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887197,"KASUMI-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887197/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887198,"KASUMI-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887198/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887199,"Kasumi-6","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887199/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887200,"KATO III","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887200/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887201,"KCI-MOH1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887201/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887202,"KCL-22","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887202/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887203,"KE-37","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887203/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887204,"KE-39","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887204/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887205,"KE-97","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887205/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887206,"KELLY","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887206/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887207,"KG-1-C","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887207/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887208,"KG-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887208/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887209,"KHM-1B","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887209/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887210,"Ki-JK","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887210/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887211,"KLE","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887211/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887212,"KM12","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887212/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887213,"KMBC-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887213/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887214,"KM-H2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887214/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887215,"KMM-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887215/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887216,"KMRC-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887216/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887217,"KMRC-20","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887217/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887218,"KMRC-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887218/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887219,"KMRC-3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887219/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887220,"KMS-11","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887220/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887221,"KMS-12-BM","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887221/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887222,"KMS-18","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887222/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887223,"KMS-20","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887223/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887224,"KMS-21BM","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887224/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887225,"KMS-26","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887225/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887226,"KMS-27","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887226/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887227,"KMS-28BM","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887227/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887228,"KMS-34","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887228/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887229,"KNS-42","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887229/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887230,"KNS-60","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887230/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887231,"KNS-62","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887231/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887232,"KNS-81","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887232/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887233,"KO52","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887233/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887234,"KOPN-8","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887234/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887235,"KP-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887235/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887236,"KP-3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887236/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887237,"KP4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887237/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887238,"KPL-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887238/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887239,"KP-N-RT-BM-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887239/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887240,"KP-N-SI9s","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887240/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887241,"KP-N-YN","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887241/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887242,"KS-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887242/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887243,"KU-19-19","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887243/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887244,"KU812","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887244/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887245,"KYM-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887245/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887246,"KYO-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887246/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887247,"KYSE-140","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887247/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887248,"KYSE-150","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887248/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887249,"KYSE-180","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887249/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887250,"KYSE-270","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887250/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887251,"KYSE-30","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887251/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887252,"KYSE-410","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887252/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887253,"KYSE-450","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887253/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887254,"KYSE-510","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887254/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887255,"KYSE-520","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887255/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887256,"KYSE-70","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887256/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887257,"L-1236","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887257/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887258,"L3.3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887258/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887259,"L-363","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887259/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887260,"L-428","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887260/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887261,"L-540","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887261/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887262,"LAMA-84","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887262/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887263,"LC-1/sq-SF","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887263/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887264,"LCLC-103H","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887264/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887265,"LCLC-97TM1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887265/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887266,"Li-7","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887266/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887267,"LK-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887267/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887268,"LMSU","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887268/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887269,"LN-18","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887269/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887270,"LN-229","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887270/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887271,"LNCaP clone FGC","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887271/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887272,"Loucy","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887272/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887273,"LOU-NH91","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887273/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887274,"LoVo","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887274/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887275,"LOX IMVI","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887275/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887276,"LP-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887276/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887277,"LS1034","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887277/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887278,"LS123","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887278/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887279,"LS 180","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887279/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887280,"LS411N","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887280/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887281,"LS513","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887281/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887282,"LU65","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887282/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887283,"LU99","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887283/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887284,"LUDLU-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887284/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887285,"LXF-289","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887285/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887286,"M059K","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887286/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887287,"M-07e","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887287/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887288,"Malme-3M","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887288/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887289,"MC116","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887289/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887290,"MCAS","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887290/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887291,"MCF7","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887291/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887292,"MDA-MB-134-VI","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887292/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887293,"MDA-MB-157","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887293/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887294,"MDA-MB-175-VII","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887294/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887295,"MDA-MB-231","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887295/suppl",,"Nicolas Stransky","Mar 20, 2012"
